id,region,land,group,vote_type,count_type,votes,land_str
47,Hannover-Land II,3,christlichdemokratischeuniondeutschlands,zweitstimmen,vorperiode,69644,Niedersachsen
47,Hannover-Land II,3,sozialdemokratischeparteideutschlands,erststimmen,endgueltig,69104,Niedersachsen
47,Hannover-Land II,3,sozialdemokratischeparteideutschlands,erststimmen,vorperiode,78433,Niedersachsen
47,Hannover-Land II,3,sozialdemokratischeparteideutschlands,zweitstimmen,endgueltig,55161,Niedersachsen
47,Hannover-Land II,3,sozialdemokratischeparteideutschlands,zweitstimmen,vorperiode,65169,Niedersachsen
47,Hannover-Land II,3,dielinke,erststimmen,endgueltig,10124,Niedersachsen
47,Hannover-Land II,3,dielinke,erststimmen,vorperiode,7350,Niedersachsen
47,Hannover-Land II,3,dielinke,zweitstimmen,endgueltig,12305,Niedersachsen
47,Hannover-Land II,3,dielinke,zweitstimmen,vorperiode,8669,Niedersachsen
47,Hannover-Land II,3,bündnis90/diegrünen,erststimmen,endgueltig,10693,Niedersachsen
47,Hannover-Land II,3,bündnis90/diegrünen,erststimmen,vorperiode,9422,Niedersachsen
47,Hannover-Land II,3,bündnis90/diegrünen,zweitstimmen,endgueltig,16290,Niedersachsen
47,Hannover-Land II,3,bündnis90/diegrünen,zweitstimmen,vorperiode,16212,Niedersachsen
47,Hannover-Land II,3,freiedemokratischepartei,erststimmen,endgueltig,10092,Niedersachsen
47,Hannover-Land II,3,freiedemokratischepartei,erststimmen,vorperiode,2567,Niedersachsen
47,Hannover-Land II,3,freiedemokratischepartei,zweitstimmen,endgueltig,17925,Niedersachsen
47,Hannover-Land II,3,freiedemokratischepartei,zweitstimmen,vorperiode,7228,Niedersachsen
47,Hannover-Land II,3,alternativefuerdeutschland,erststimmen,endgueltig,17570,Niedersachsen
47,Hannover-Land II,3,alternativefuerdeutschland,zweitstimmen,endgueltig,19392,Niedersachsen
47,Hannover-Land II,3,alternativefuerdeutschland,zweitstimmen,vorperiode,6958,Niedersachsen
47,Hannover-Land II,3,piratenparteideutschland,erststimmen,endgueltig,1677,Niedersachsen
47,Hannover-Land II,3,piratenparteideutschland,erststimmen,vorperiode,3144,Niedersachsen
47,Hannover-Land II,3,piratenparteideutschland,zweitstimmen,endgueltig,936,Niedersachsen
47,Hannover-Land II,3,piratenparteideutschland,zweitstimmen,vorperiode,2737,Niedersachsen
47,Hannover-Land II,3,nationaldemokratischeparteideutschlands,erststimmen,vorperiode,2247,Niedersachsen
47,Hannover-Land II,3,nationaldemokratischeparteideutschlands,zweitstimmen,endgueltig,508,Niedersachsen
47,Hannover-Land II,3,nationaldemokratischeparteideutschlands,zweitstimmen,vorperiode,1499,Niedersachsen
47,Hannover-Land II,3,freiewähler,erststimmen,endgueltig,1691,Niedersachsen
47,Hannover-Land II,3,freiewähler,erststimmen,vorperiode,1972,Niedersachsen
47,Hannover-Land II,3,freiewähler,zweitstimmen,endgueltig,822,Niedersachsen
47,Hannover-Land II,3,freiewähler,zweitstimmen,vorperiode,1044,Niedersachsen
47,Hannover-Land II,3,parteimenschumwelttierschutz,zweitstimmen,endgueltig,1556,Niedersachsen
47,Hannover-Land II,3,parteimenschumwelttierschutz,zweitstimmen,vorperiode,1429,Niedersachsen
47,Hannover-Land II,3,ökologisch.demokratischepartei,zweitstimmen,endgueltig,163,Niedersachsen
47,Hannover-Land II,3,parteifuerarbeit.rechtsstaat.tierschutz.elitenfoerderungundbasisdemokratischeinitiative,zweitstimmen,endgueltig,1679,Niedersachsen
47,Hannover-Land II,3,marxistisch.leninistischeparteideutschlands,zweitstimmen,endgueltig,66,Niedersachsen
47,Hannover-Land II,3,marxistisch.leninistischeparteideutschlands,zweitstimmen,vorperiode,53,Niedersachsen
47,Hannover-Land II,3,buendnisgrundeinkommen,zweitstimmen,endgueltig,250,Niedersachsen
47,Hannover-Land II,3,demokratieinbewegung,zweitstimmen,endgueltig,312,Niedersachsen
47,Hannover-Land II,3,deutschekommunistischepartei,zweitstimmen,endgueltig,34,Niedersachsen
47,Hannover-Land II,3,deutschemitte,zweitstimmen,endgueltig,396,Niedersachsen
47,Hannover-Land II,3,v.partei³.parteifuerveraenderung.vegetarierundveganer,zweitstimmen,endgueltig,237,Niedersachsen
47,Hannover-Land II,3,übrige,zweitstimmen,vorperiode,649,Niedersachsen
48,Hildesheim,3,wahlberechtigte,erststimmen,endgueltig,218349,Niedersachsen
48,Hildesheim,3,wahlberechtigte,erststimmen,vorperiode,219571,Niedersachsen
48,Hildesheim,3,wahlberechtigte,zweitstimmen,endgueltig,218349,Niedersachsen
48,Hildesheim,3,wahlberechtigte,zweitstimmen,vorperiode,219571,Niedersachsen
48,Hildesheim,3,waehler,erststimmen,endgueltig,169613,Niedersachsen
48,Hildesheim,3,waehler,erststimmen,vorperiode,164796,Niedersachsen
48,Hildesheim,3,waehler,zweitstimmen,endgueltig,169613,Niedersachsen
48,Hildesheim,3,waehler,zweitstimmen,vorperiode,164796,Niedersachsen
48,Hildesheim,3,ungueltige,erststimmen,endgueltig,1752,Niedersachsen
48,Hildesheim,3,ungueltige,erststimmen,vorperiode,2451,Niedersachsen
48,Hildesheim,3,ungueltige,zweitstimmen,endgueltig,1316,Niedersachsen
48,Hildesheim,3,ungueltige,zweitstimmen,vorperiode,1799,Niedersachsen
48,Hildesheim,3,gueltige,erststimmen,endgueltig,167861,Niedersachsen
48,Hildesheim,3,gueltige,erststimmen,vorperiode,162345,Niedersachsen
48,Hildesheim,3,gueltige,zweitstimmen,endgueltig,168297,Niedersachsen
48,Hildesheim,3,gueltige,zweitstimmen,vorperiode,162997,Niedersachsen
48,Hildesheim,3,christlichdemokratischeuniondeutschlands,erststimmen,endgueltig,60457,Niedersachsen
48,Hildesheim,3,christlichdemokratischeuniondeutschlands,erststimmen,vorperiode,68653,Niedersachsen
48,Hildesheim,3,christlichdemokratischeuniondeutschlands,zweitstimmen,endgueltig,54871,Niedersachsen
48,Hildesheim,3,christlichdemokratischeuniondeutschlands,zweitstimmen,vorperiode,63041,Niedersachsen
48,Hildesheim,3,sozialdemokratischeparteideutschlands,erststimmen,endgueltig,62448,Niedersachsen
48,Hildesheim,3,sozialdemokratischeparteideutschlands,erststimmen,vorperiode,66986,Niedersachsen
48,Hildesheim,3,sozialdemokratischeparteideutschlands,zweitstimmen,endgueltig,52077,Niedersachsen
48,Hildesheim,3,sozialdemokratischeparteideutschlands,zweitstimmen,vorperiode,59319,Niedersachsen
48,Hildesheim,3,dielinke,erststimmen,endgueltig,8502,Niedersachsen
48,Hildesheim,3,dielinke,erststimmen,vorperiode,7909,Niedersachsen
48,Hildesheim,3,dielinke,zweitstimmen,endgueltig,10932,Niedersachsen
48,Hildesheim,3,dielinke,zweitstimmen,vorperiode,8120,Niedersachsen
48,Hildesheim,3,bündnis90/diegrünen,erststimmen,endgueltig,12691,Niedersachsen
48,Hildesheim,3,bündnis90/diegrünen,erststimmen,vorperiode,13771,Niedersachsen
48,Hildesheim,3,bündnis90/diegrünen,zweitstimmen,endgueltig,14806,Niedersachsen
48,Hildesheim,3,bündnis90/diegrünen,zweitstimmen,vorperiode,14587,Niedersachsen
48,Hildesheim,3,freiedemokratischepartei,erststimmen,endgueltig,9330,Niedersachsen
48,Hildesheim,3,freiedemokratischepartei,erststimmen,vorperiode,2489,Niedersachsen
48,Hildesheim,3,freiedemokratischepartei,zweitstimmen,endgueltig,13876,Niedersachsen
48,Hildesheim,3,freiedemokratischepartei,zweitstimmen,vorperiode,5589,Niedersachsen
48,Hildesheim,3,alternativefuerdeutschland,erststimmen,endgueltig,14433,Niedersachsen
48,Hildesheim,3,alternativefuerdeutschland,zweitstimmen,endgueltig,15695,Niedersachsen
48,Hildesheim,3,alternativefuerdeutschland,zweitstimmen,vorperiode,5601,Niedersachsen
48,Hildesheim,3,piratenparteideutschland,zweitstimmen,endgueltig,593,Niedersachsen
48,Hildesheim,3,piratenparteideutschland,zweitstimmen,vorperiode,2937,Niedersachsen
48,Hildesheim,3,nationaldemokratischeparteideutschlands,erststimmen,vorperiode,2537,Niedersachsen
48,Hildesheim,3,nationaldemokratischeparteideutschlands,zweitstimmen,endgueltig,468,Niedersachsen
48,Hildesheim,3,nationaldemokratischeparteideutschlands,zweitstimmen,vorperiode,1482,Niedersachsen
48,Hildesheim,3,freiewähler,zweitstimmen,endgueltig,453,Niedersachsen
48,Hildesheim,3,freiewähler,zweitstimmen,vorperiode,455,Niedersachsen
48,Hildesheim,3,parteimenschumwelttierschutz,zweitstimmen,endgueltig,1693,Niedersachsen
48,Hildesheim,3,parteimenschumwelttierschutz,zweitstimmen,vorperiode,1208,Niedersachsen
48,Hildesheim,3,ökologisch.demokratischepartei,zweitstimmen,endgueltig,150,Niedersachsen
48,Hildesheim,3,parteifuerarbeit.rechtsstaat.tierschutz.elitenfoerderungundbasisdemokratischeinitiative,zweitstimmen,endgueltig,1445,Niedersachsen
48,Hildesheim,3,marxistisch.leninistischeparteideutschlands,zweitstimmen,endgueltig,56,Niedersachsen
48,Hildesheim,3,marxistisch.leninistischeparteideutschlands,zweitstimmen,vorperiode,31,Niedersachsen
48,Hildesheim,3,buendnisgrundeinkommen,zweitstimmen,endgueltig,320,Niedersachsen
48,Hildesheim,3,demokratieinbewegung,zweitstimmen,endgueltig,304,Niedersachsen
48,Hildesheim,3,deutschekommunistischepartei,zweitstimmen,endgueltig,32,Niedersachsen
48,Hildesheim,3,deutschemitte,zweitstimmen,endgueltig,305,Niedersachsen
48,Hildesheim,3,v.partei³.parteifuerveraenderung.vegetarierundveganer,zweitstimmen,endgueltig,221,Niedersachsen
48,Hildesheim,3,übrige,zweitstimmen,vorperiode,627,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,wahlberechtigte,erststimmen,endgueltig,206133,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,wahlberechtigte,erststimmen,vorperiode,208990,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,wahlberechtigte,zweitstimmen,endgueltig,206133,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,wahlberechtigte,zweitstimmen,vorperiode,208990,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,waehler,erststimmen,endgueltig,157046,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,waehler,erststimmen,vorperiode,152599,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,waehler,zweitstimmen,endgueltig,157046,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,waehler,zweitstimmen,vorperiode,152599,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,ungueltige,erststimmen,endgueltig,1567,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,ungueltige,erststimmen,vorperiode,2208,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,ungueltige,zweitstimmen,endgueltig,1327,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,ungueltige,zweitstimmen,vorperiode,2618,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,gueltige,erststimmen,endgueltig,155479,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,gueltige,erststimmen,vorperiode,150391,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,gueltige,zweitstimmen,endgueltig,155719,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,gueltige,zweitstimmen,vorperiode,149981,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,christlichdemokratischeuniondeutschlands,erststimmen,endgueltig,45310,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,christlichdemokratischeuniondeutschlands,erststimmen,vorperiode,55720,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,christlichdemokratischeuniondeutschlands,zweitstimmen,endgueltig,45985,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,christlichdemokratischeuniondeutschlands,zweitstimmen,vorperiode,53593,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,sozialdemokratischeparteideutschlands,erststimmen,endgueltig,66587,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,sozialdemokratischeparteideutschlands,erststimmen,vorperiode,70080,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,sozialdemokratischeparteideutschlands,zweitstimmen,endgueltig,50482,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,sozialdemokratischeparteideutschlands,zweitstimmen,vorperiode,58881,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,dielinke,erststimmen,endgueltig,9290,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,dielinke,erststimmen,vorperiode,6524,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,dielinke,zweitstimmen,endgueltig,11266,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,dielinke,zweitstimmen,vorperiode,8461,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,bündnis90/diegrünen,erststimmen,endgueltig,6680,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,bündnis90/diegrünen,erststimmen,vorperiode,6630,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,bündnis90/diegrünen,zweitstimmen,endgueltig,10213,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,bündnis90/diegrünen,zweitstimmen,vorperiode,11013,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,freiedemokratischepartei,erststimmen,endgueltig,7268,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,freiedemokratischepartei,erststimmen,vorperiode,1582,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,freiedemokratischepartei,zweitstimmen,endgueltig,12450,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,freiedemokratischepartei,zweitstimmen,vorperiode,5142,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,alternativefuerdeutschland,erststimmen,endgueltig,18564,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,alternativefuerdeutschland,erststimmen,vorperiode,4548,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,alternativefuerdeutschland,zweitstimmen,endgueltig,19115,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,alternativefuerdeutschland,zweitstimmen,vorperiode,5938,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,piratenparteideutschland,erststimmen,endgueltig,1335,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,piratenparteideutschland,erststimmen,vorperiode,2119,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,piratenparteideutschland,zweitstimmen,endgueltig,684,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,piratenparteideutschland,zweitstimmen,vorperiode,2228,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,nationaldemokratischeparteideutschlands,erststimmen,vorperiode,1940,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,nationaldemokratischeparteideutschlands,zweitstimmen,endgueltig,606,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,nationaldemokratischeparteideutschlands,zweitstimmen,vorperiode,1796,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,freiewähler,erststimmen,vorperiode,1248,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,freiewähler,zweitstimmen,endgueltig,531,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,freiewähler,zweitstimmen,vorperiode,1046,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,parteimenschumwelttierschutz,zweitstimmen,endgueltig,1591,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,parteimenschumwelttierschutz,zweitstimmen,vorperiode,1286,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,ökologisch.demokratischepartei,zweitstimmen,endgueltig,117,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,parteifuerarbeit.rechtsstaat.tierschutz.elitenfoerderungundbasisdemokratischeinitiative,zweitstimmen,endgueltig,1557,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,marxistisch.leninistischeparteideutschlands,zweitstimmen,endgueltig,74,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,marxistisch.leninistischeparteideutschlands,zweitstimmen,vorperiode,39,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,buendnisgrundeinkommen,zweitstimmen,endgueltig,207,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,demokratieinbewegung,zweitstimmen,endgueltig,197,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,deutschekommunistischepartei,zweitstimmen,endgueltig,31,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,deutschemitte,zweitstimmen,endgueltig,430,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,v.partei³.parteifuerveraenderung.vegetarierundveganer,zweitstimmen,endgueltig,183,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,übrige,erststimmen,endgueltig,445,Niedersachsen
49,Salzgitter – Wolfenbüttel,3,übrige,zweitstimmen,vorperiode,558,Niedersachsen
50,Braunschweig,3,wahlberechtigte,erststimmen,endgueltig,192041,Niedersachsen
50,Braunschweig,3,wahlberechtigte,erststimmen,vorperiode,193799,Niedersachsen
50,Braunschweig,3,wahlberechtigte,zweitstimmen,endgueltig,192041,Niedersachsen
50,Braunschweig,3,wahlberechtigte,zweitstimmen,vorperiode,193799,Niedersachsen
50,Braunschweig,3,waehler,erststimmen,endgueltig,147712,Niedersachsen
50,Braunschweig,3,waehler,erststimmen,vorperiode,143752,Niedersachsen
50,Braunschweig,3,waehler,zweitstimmen,endgueltig,147712,Niedersachsen
50,Braunschweig,3,waehler,zweitstimmen,vorperiode,143752,Niedersachsen
50,Braunschweig,3,ungueltige,erststimmen,endgueltig,1362,Niedersachsen
50,Braunschweig,3,ungueltige,erststimmen,vorperiode,1649,Niedersachsen
50,Braunschweig,3,ungueltige,zweitstimmen,endgueltig,1055,Niedersachsen
50,Braunschweig,3,ungueltige,zweitstimmen,vorperiode,1467,Niedersachsen
50,Braunschweig,3,gueltige,erststimmen,endgueltig,146350,Niedersachsen
50,Braunschweig,3,gueltige,erststimmen,vorperiode,142103,Niedersachsen
50,Braunschweig,3,gueltige,zweitstimmen,endgueltig,146657,Niedersachsen
50,Braunschweig,3,gueltige,zweitstimmen,vorperiode,142285,Niedersachsen
50,Braunschweig,3,christlichdemokratischeuniondeutschlands,erststimmen,endgueltig,45881,Niedersachsen
50,Braunschweig,3,christlichdemokratischeuniondeutschlands,erststimmen,vorperiode,49710,Niedersachsen
50,Braunschweig,3,christlichdemokratischeuniondeutschlands,zweitstimmen,endgueltig,42534,Niedersachsen
50,Braunschweig,3,christlichdemokratischeuniondeutschlands,zweitstimmen,vorperiode,48419,Niedersachsen
50,Braunschweig,3,sozialdemokratischeparteideutschlands,erststimmen,endgueltig,55641,Niedersachsen
50,Braunschweig,3,sozialdemokratischeparteideutschlands,erststimmen,vorperiode,61952,Niedersachsen
50,Braunschweig,3,sozialdemokratischeparteideutschlands,zweitstimmen,endgueltig,38695,Niedersachsen
50,Braunschweig,3,sozialdemokratischeparteideutschlands,zweitstimmen,vorperiode,47741,Niedersachsen
50,Braunschweig,3,dielinke,erststimmen,endgueltig,11145,Niedersachsen
50,Braunschweig,3,dielinke,erststimmen,vorperiode,7119,Niedersachsen
50,Braunschweig,3,dielinke,zweitstimmen,endgueltig,13673,Niedersachsen
50,Braunschweig,3,dielinke,zweitstimmen,vorperiode,9527,Niedersachsen
50,Braunschweig,3,bündnis90/diegrünen,erststimmen,endgueltig,11761,Niedersachsen
50,Braunschweig,3,bündnis90/diegrünen,erststimmen,vorperiode,10117,Niedersachsen
50,Braunschweig,3,bündnis90/diegrünen,zweitstimmen,endgueltig,17295,Niedersachsen
50,Braunschweig,3,bündnis90/diegrünen,zweitstimmen,vorperiode,17614,Niedersachsen
50,Braunschweig,3,freiedemokratischepartei,erststimmen,endgueltig,7877,Niedersachsen
50,Braunschweig,3,freiedemokratischepartei,erststimmen,vorperiode,3243,Niedersachsen
50,Braunschweig,3,freiedemokratischepartei,zweitstimmen,endgueltig,14684,Niedersachsen
50,Braunschweig,3,freiedemokratischepartei,zweitstimmen,vorperiode,6214,Niedersachsen
50,Braunschweig,3,alternativefuerdeutschland,erststimmen,endgueltig,11377,Niedersachsen
50,Braunschweig,3,alternativefuerdeutschland,erststimmen,vorperiode,3894,Niedersachsen
50,Braunschweig,3,alternativefuerdeutschland,zweitstimmen,endgueltig,12268,Niedersachsen
50,Braunschweig,3,alternativefuerdeutschland,zweitstimmen,vorperiode,5092,Niedersachsen
50,Braunschweig,3,piratenparteideutschland,erststimmen,vorperiode,4012,Niedersachsen
50,Braunschweig,3,piratenparteideutschland,zweitstimmen,endgueltig,905,Niedersachsen
50,Braunschweig,3,piratenparteideutschland,zweitstimmen,vorperiode,4169,Niedersachsen
50,Braunschweig,3,nationaldemokratischeparteideutschlands,erststimmen,vorperiode,1032,Niedersachsen
50,Braunschweig,3,nationaldemokratischeparteideutschlands,zweitstimmen,endgueltig,308,Niedersachsen
50,Braunschweig,3,nationaldemokratischeparteideutschlands,zweitstimmen,vorperiode,1038,Niedersachsen
50,Braunschweig,3,freiewähler,erststimmen,vorperiode,908,Niedersachsen
50,Braunschweig,3,freiewähler,zweitstimmen,endgueltig,413,Niedersachsen
50,Braunschweig,3,freiewähler,zweitstimmen,vorperiode,724,Niedersachsen
50,Braunschweig,3,parteimenschumwelttierschutz,zweitstimmen,endgueltig,1423,Niedersachsen
50,Braunschweig,3,parteimenschumwelttierschutz,zweitstimmen,vorperiode,1295,Niedersachsen
50,Braunschweig,3,ökologisch.demokratischepartei,zweitstimmen,endgueltig,223,Niedersachsen
50,Braunschweig,3,parteifuerarbeit.rechtsstaat.tierschutz.elitenfoerderungundbasisdemokratischeinitiative,zweitstimmen,endgueltig,2698,Niedersachsen
50,Braunschweig,3,marxistisch.leninistischeparteideutschlands,erststimmen,endgueltig,344,Niedersachsen
50,Braunschweig,3,marxistisch.leninistischeparteideutschlands,erststimmen,vorperiode,116,Niedersachsen
50,Braunschweig,3,marxistisch.leninistischeparteideutschlands,zweitstimmen,endgueltig,130,Niedersachsen
50,Braunschweig,3,marxistisch.leninistischeparteideutschlands,zweitstimmen,vorperiode,100,Niedersachsen
50,Braunschweig,3,buendnisgrundeinkommen,zweitstimmen,endgueltig,394,Niedersachsen
50,Braunschweig,3,demokratieinbewegung,zweitstimmen,endgueltig,390,Niedersachsen
50,Braunschweig,3,deutschekommunistischepartei,zweitstimmen,endgueltig,30,Niedersachsen
50,Braunschweig,3,deutschemitte,zweitstimmen,endgueltig,298,Niedersachsen
50,Braunschweig,3,v.partei³.parteifuerveraenderung.vegetarierundveganer,zweitstimmen,endgueltig,296,Niedersachsen
50,Braunschweig,3,übrige,erststimmen,endgueltig,2324,Niedersachsen
50,Braunschweig,3,übrige,zweitstimmen,vorperiode,352,Niedersachsen
51,Helmstedt – Wolfsburg,3,wahlberechtigte,erststimmen,endgueltig,183961,Niedersachsen
51,Helmstedt – Wolfsburg,3,wahlberechtigte,erststimmen,vorperiode,187425,Niedersachsen
51,Helmstedt – Wolfsburg,3,wahlberechtigte,zweitstimmen,endgueltig,183961,Niedersachsen
51,Helmstedt – Wolfsburg,3,wahlberechtigte,zweitstimmen,vorperiode,187425,Niedersachsen
51,Helmstedt – Wolfsburg,3,waehler,erststimmen,endgueltig,137303,Niedersachsen
51,Helmstedt – Wolfsburg,3,waehler,erststimmen,vorperiode,133269,Niedersachsen
51,Helmstedt – Wolfsburg,3,waehler,zweitstimmen,endgueltig,137303,Niedersachsen
51,Helmstedt – Wolfsburg,3,waehler,zweitstimmen,vorperiode,133269,Niedersachsen
51,Helmstedt – Wolfsburg,3,ungueltige,erststimmen,endgueltig,1471,Niedersachsen
51,Helmstedt – Wolfsburg,3,ungueltige,erststimmen,vorperiode,1927,Niedersachsen
51,Helmstedt – Wolfsburg,3,ungueltige,zweitstimmen,endgueltig,1291,Niedersachsen
51,Helmstedt – Wolfsburg,3,ungueltige,zweitstimmen,vorperiode,1494,Niedersachsen
51,Helmstedt – Wolfsburg,3,gueltige,erststimmen,endgueltig,135832,Niedersachsen
51,Helmstedt – Wolfsburg,3,gueltige,erststimmen,vorperiode,131342,Niedersachsen
51,Helmstedt – Wolfsburg,3,gueltige,zweitstimmen,endgueltig,136012,Niedersachsen
51,Helmstedt – Wolfsburg,3,gueltige,zweitstimmen,vorperiode,131775,Niedersachsen
51,Helmstedt – Wolfsburg,3,christlichdemokratischeuniondeutschlands,erststimmen,endgueltig,47416,Niedersachsen
51,Helmstedt – Wolfsburg,3,christlichdemokratischeuniondeutschlands,erststimmen,vorperiode,58760,Niedersachsen
51,Helmstedt – Wolfsburg,3,christlichdemokratischeuniondeutschlands,zweitstimmen,endgueltig,47037,Niedersachsen
51,Helmstedt – Wolfsburg,3,christlichdemokratischeuniondeutschlands,zweitstimmen,vorperiode,54188,Niedersachsen
51,Helmstedt – Wolfsburg,3,sozialdemokratischeparteideutschlands,erststimmen,endgueltig,51646,Niedersachsen
51,Helmstedt – Wolfsburg,3,sozialdemokratischeparteideutschlands,erststimmen,vorperiode,50826,Niedersachsen
51,Helmstedt – Wolfsburg,3,sozialdemokratischeparteideutschlands,zweitstimmen,endgueltig,40740,Niedersachsen
51,Helmstedt – Wolfsburg,3,sozialdemokratischeparteideutschlands,zweitstimmen,vorperiode,45837,Niedersachsen
51,Helmstedt – Wolfsburg,3,dielinke,erststimmen,endgueltig,8128,Niedersachsen
51,Helmstedt – Wolfsburg,3,dielinke,erststimmen,vorperiode,5731,Niedersachsen
51,Helmstedt – Wolfsburg,3,dielinke,zweitstimmen,endgueltig,9050,Niedersachsen
51,Helmstedt – Wolfsburg,3,dielinke,zweitstimmen,vorperiode,6440,Niedersachsen
51,Helmstedt – Wolfsburg,3,bündnis90/diegrünen,erststimmen,endgueltig,6096,Niedersachsen
51,Helmstedt – Wolfsburg,3,bündnis90/diegrünen,erststimmen,vorperiode,6666,Niedersachsen
51,Helmstedt – Wolfsburg,3,bündnis90/diegrünen,zweitstimmen,endgueltig,8064,Niedersachsen
51,Helmstedt – Wolfsburg,3,bündnis90/diegrünen,zweitstimmen,vorperiode,9004,Niedersachsen
51,Helmstedt – Wolfsburg,3,freiedemokratischepartei,erststimmen,endgueltig,7791,Niedersachsen
51,Helmstedt – Wolfsburg,3,freiedemokratischepartei,erststimmen,vorperiode,1839,Niedersachsen
51,Helmstedt – Wolfsburg,3,freiedemokratischepartei,zweitstimmen,endgueltig,10988,Niedersachsen
51,Helmstedt – Wolfsburg,3,freiedemokratischepartei,zweitstimmen,vorperiode,4796,Niedersachsen
51,Helmstedt – Wolfsburg,3,alternativefuerdeutschland,erststimmen,endgueltig,13857,Niedersachsen
51,Helmstedt – Wolfsburg,3,alternativefuerdeutschland,zweitstimmen,endgueltig,14862,Niedersachsen
51,Helmstedt – Wolfsburg,3,alternativefuerdeutschland,zweitstimmen,vorperiode,4892,Niedersachsen
51,Helmstedt – Wolfsburg,3,piratenparteideutschland,erststimmen,vorperiode,2972,Niedersachsen
51,Helmstedt – Wolfsburg,3,piratenparteideutschland,zweitstimmen,endgueltig,592,Niedersachsen
51,Helmstedt – Wolfsburg,3,piratenparteideutschland,zweitstimmen,vorperiode,2460,Niedersachsen
51,Helmstedt – Wolfsburg,3,nationaldemokratischeparteideutschlands,erststimmen,vorperiode,2599,Niedersachsen
51,Helmstedt – Wolfsburg,3,nationaldemokratischeparteideutschlands,zweitstimmen,endgueltig,623,Niedersachsen
51,Helmstedt – Wolfsburg,3,nationaldemokratischeparteideutschlands,zweitstimmen,vorperiode,1840,Niedersachsen
51,Helmstedt – Wolfsburg,3,freiewähler,erststimmen,vorperiode,1049,Niedersachsen
51,Helmstedt – Wolfsburg,3,freiewähler,zweitstimmen,endgueltig,455,Niedersachsen
51,Helmstedt – Wolfsburg,3,freiewähler,zweitstimmen,vorperiode,643,Niedersachsen
51,Helmstedt – Wolfsburg,3,parteimenschumwelttierschutz,zweitstimmen,endgueltig,1307,Niedersachsen
